,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.1,0.27,0.23,0.12,0.09,0.07,0.23,0.07,0.0
flylegacy.csv,0.67,0.25,0.41,0.34,0.49,0.68,0.8,0.62,0.83,0.37
jguard.csv,0.81,0.0,0.55,0.48,0.54,0.32,0.75,0.38,0.78,0.55
m-a-d-n-e-s-s.csv,0.09,0.0,0.18,0.09,0.07,0.07,0.03,0.0,0.18,0.08
mob-sen-plat.csv,0.72,0.25,0.77,0.47,0.63,0.84,0.34,0.46,0.52,0.47
raygina.csv,0.28,0.0,0.5,0.37,0.2,0.29,0.18,0.08,0.12,0.24
st-filteredstatistics.csv,0.86,0.1,1.0,0.64,0.61,0.5,0.89,0.15,0.83,0.71
upp-mirror.csv,0.53,0.1,0.86,0.59,0.37,0.52,0.36,0.31,0.57,0.29
wishmaster.csv,0.12,0.1,0.59,0.26,0.41,0.48,0.18,0.15,0.18,0.32
yarp.csv,0.19,0.05,0.64,0.36,0.05,0.77,0.44,0.23,0.35,0.34
