,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.92,0.8,0.73,0.79,0.89,0.88,0.75,0.8,0.83,0.0
flylegacy.csv,0.45,0.5,0.42,0.66,0.63,0.56,0.4,0.41,0.44,0.62
jguard.csv,0.38,0.67,0.41,0.44,0.43,0.61,0.37,0.33,0.43,0.49
m-a-d-n-e-s-s.csv,0.9,0.0,0.68,0.98,0.83,0.8,0.67,0.5,0.55,0.83
mob-sen-plat.csv,0.38,0.39,0.34,0.45,0.29,0.39,0.41,0.4,0.41,0.39
raygina.csv,0.43,0.0,0.44,0.53,0.84,0.48,0.8,0.89,0.93,0.47
st-filteredstatistics.csv,0.35,0.53,0.34,0.39,0.3,0.52,0.39,0.36,0.41,0.43
upp-mirror.csv,0.47,0.86,0.33,0.46,0.38,0.58,0.48,0.65,0.49,0.67
wishmaster.csv,0.91,0.88,0.45,0.62,0.38,0.5,0.71,0.83,0.68,0.5
yarp.csv,0.71,0.5,0.4,0.67,0.83,0.47,0.53,0.85,0.59,0.5
