,recall,precision,pf,wins
checker-framework.csv,0.825,0.495,0.76,8
customsagetv.csv,0.305,0.64,0.15000000000000002,15
fluidium.csv,0.02,0.17,0.025,3
guineu.csv,0.34,0.43,0.32,9
inkscape.csv,0.665,0.44,0.665,5
mpqc.csv,0.245,0.32999999999999996,0.425,0
nsis.csv,0.645,0.315,0.615,1
octave.csv,0.29500000000000004,0.425,0.355,7
owfs.csv,0.69,0.425,0.7,4
owlib.csv,0.645,0.56,0.425,13
pamguard.csv,0.41,0.4,0.27,10
prelude.csv,0.95,0.48,0.865,6
robocode.csv,0.63,0.5,0.51,12
uwom-server.csv,0.42500000000000004,0.42,0.3,11
zengine.csv,0.965,0.42000000000000004,0.935,2
zildo.csv,0.5800000000000001,0.535,0.315,14
