,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.53,0.21,0.27,0.17,0.45,0.97,0.32,0.29,0.44,0.26,0.47,0.42,0.54
grafx2.csv,0.54,0.31,0.19,0.41,0.46,0.56,0.68,0.45,0.96,0.84,0.51,0.5,0.56
jahshakafx.csv,0.99,0.3,0.26,0.24,0.3,0.5,0.26,0.11,0.43,0.51,0.45,0.62,0.45
kftpgrabber.csv,0.37,0.32,0.18,0.04,0.31,0.42,0.11,0.42,0.69,0.71,0.98,0.39,0.42
kindb.csv,0.6,0.33,0.2,0.35,0.62,0.58,0.66,0.53,0.7,0.99,0.58,0.47,0.62
maya-work-in-progress.csv,0.6,0.3,0.17,0.31,0.77,0.51,0.97,0.48,0.63,0.8,0.57,0.5,0.66
netatalk.csv,0.45,0.3,0.23,0.35,0.35,0.5,0.36,0.39,0.43,0.52,0.47,1.0,0.36
nullc.csv,0.49,0.21,0.11,0.22,0.99,0.47,0.51,0.38,0.68,0.82,0.49,0.4,0.56
plee-the-bear.csv,0.08,0.1,0.9,0.08,0.59,0.19,0.39,0.22,0.33,0.6,0.2,0.24,0.39
reaper-ecad.csv,0.46,0.12,0.15,1.0,0.77,0.4,0.56,0.3,0.57,0.46,0.45,0.42,0.61
unimrcp.csv,0.42,0.14,0.16,0.3,0.35,0.3,0.0,0.96,0.34,0.11,0.4,0.0,0.2
unladen-swallow.csv,0.32,0.71,0.06,0.16,0.49,0.22,0.48,0.21,0.45,0.65,0.17,0.29,0.43
xmoto.csv,0.51,0.23,0.12,0.21,0.63,0.48,0.37,0.47,0.71,0.73,0.6,0.37,0.94
