,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.54,0.98,0.84,0.72,0.5,0.35,0.92,0.43,0.98,0.65
betoffice.csv,0.93,0.98,0.75,0.8,0.89,1.02,0.64,0.88,0.9,0.87
bnetd.csv,1.0,0.91,0.93,0.76,0.69,0.81,1.0,0.37,1.0,0.95
graphmak.csv,0.9,0.45,0.5,0.74,0.87,0.77,0.77,1.0,0.75,0.56
hazelcast.csv,0.54,0.87,0.46,0.74,0.69,0.05,0.67,0.57,0.76,0.59
megasquirtavr.csv,1.0,0.98,0.5,0.75,0.92,1.01,0.81,1.0,1.0,0.9
pdfedit.csv,0.51,0.78,0.59,0.39,0.7,0.94,0.82,0.5,0.57,0.85
stajistics.csv,0.73,0.64,1.0,0.7,0.86,0.34,0.67,0.51,0.44,0.41
twostep.csv,0.4,0.74,0.45,0.59,0.63,0.31,0.83,0.55,0.22,0.61
xharbour.csv,0.24,0.79,0.63,0.78,0.61,0.42,0.77,0.87,0.48,0.69
