,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.16,0.15,0.09,0.0,0.02,0.18
foursquared.csv,0.08,0.08,0.12,0.17,0.0,0.15
ifmo-game-1.csv,0.25,0.06,0.19,0.15,0.15,0.33
micomt.csv,0.87,0.76,0.84,0.96,0.19,0.94
voms.csv,0.38,0.18,0.9,0.15,0.0,0.79
