,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.99,0.0,0.63,0.24,0.52,0.27,0.75,0.51,0.59,0.58,0.55,0.41,0.59,0.21,0.52,0.21
calcubetimer.csv,0.0,0.0,0.0,0.0,0.54,0.34,0.69,0.2,0.0,1.0,0.0,0.73,0.0,0.05,0.53,0.21
chaosrts.csv,0.34,0.0,0.0,0.0,0.54,0.53,0.68,0.09,0.0,0.55,0.51,0.75,0.17,0.17,0.64,0.98
dxengine.csv,0.19,0.12,0.12,0.94,0.38,0.5,0.0,0.24,0.17,0.19,0.07,0.31,0.42,0.65,0.26,0.17
freedom-erp.csv,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.98,0.0,0.0,0.0,0.0,0.14
joustsim.csv,0.44,0.57,0.8,0.64,0.22,0.17,0.57,0.53,0.44,0.13,0.34,1.0,0.74,0.47,0.45,0.19
jsidplay2.csv,0.51,0.37,0.21,0.39,1.0,0.57,0.51,0.39,0.62,0.78,0.53,0.56,0.36,0.51,0.47,0.48
madman.csv,0.01,0.0,0.04,0.05,0.09,0.11,0.0,0.02,0.01,0.15,0.01,0.0,1.0,0.0,0.12,0.05
mclient-mume.csv,0.42,0.25,1.0,0.45,0.23,0.31,0.42,0.12,0.37,0.06,0.55,0.21,0.65,0.28,0.44,0.22
primefaces.csv,0.52,0.46,0.17,0.17,0.46,0.31,0.8,0.13,0.09,0.0,0.6,0.43,0.17,0.05,1.0,0.69
reaper3d.csv,0.46,0.0,0.0,0.0,0.45,0.63,0.42,0.59,0.0,0.0,0.01,0.3,0.0,1.0,0.61,0.44
sblim.csv,0.12,0.07,0.09,0.09,0.15,1.0,0.0,0.21,0.13,0.13,0.24,0.0,0.0,0.15,0.0,0.2
sevenupdate.csv,0.0,1.0,0.17,0.17,0.35,0.46,0.21,0.36,0.0,0.51,0.0,0.21,0.0,0.05,0.7,0.0
springside.csv,0.48,0.49,0.37,0.45,0.63,0.59,0.97,0.43,0.17,0.58,0.63,0.77,0.29,0.64,0.46,0.44
swtfox.csv,0.54,0.57,0.47,0.54,0.33,0.65,0.48,0.96,0.38,0.47,0.46,0.32,0.52,0.14,0.61,0.41
tmva.csv,0.33,0.46,0.61,0.51,0.66,0.56,0.68,0.46,0.97,0.71,0.54,0.58,0.71,0.66,0.58,0.55
