,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,0.96,0.97,0.93,0.53,0.27,0.94,0.52,0.62,0.55,0.94,1.0,0.62,1.0,0.9,0.99
calcubetimer.csv,0.98,1.0,1.0,1.0,0.95,0.41,0.86,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.98
chaosrts.csv,0.84,1.0,1.0,1.0,0.68,0.64,0.67,1.0,1.0,0.57,0.51,1.0,1.0,0.88,0.78,0.99
dxengine.csv,0.16,0.1,0.1,0.93,0.34,0.45,0.0,0.2,0.14,0.16,0.06,0.27,0.38,0.62,0.22,0.14
freedom-erp.csv,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.98,0.0,0.0,0.0,0.0,0.12
joustsim.csv,0.4,0.55,0.8,0.7,0.19,0.14,0.53,0.5,0.5,0.11,0.3,1.0,0.88,0.5,0.48,0.16
jsidplay2.csv,0.55,0.35,0.2,0.37,1.0,0.91,0.49,0.55,0.61,0.79,0.62,0.55,0.38,0.5,0.55,0.71
madman.csv,0.01,0.0,0.03,0.04,0.07,0.09,0.0,0.02,0.01,0.12,0.01,0.0,1.0,0.0,0.1,0.04
mclient-mume.csv,0.38,0.22,1.0,0.41,0.19,0.27,0.37,0.1,0.33,0.05,0.52,0.18,0.62,0.25,0.42,0.19
primefaces.csv,0.88,0.82,0.97,0.96,0.69,0.32,0.92,0.8,0.95,0.64,0.63,1.0,0.88,1.0,1.0,0.83
reaper3d.csv,0.43,0.0,0.0,0.0,0.51,0.73,0.76,0.6,0.0,0.45,0.01,0.36,0.0,1.0,0.72,0.45
sblim.csv,0.1,0.06,0.07,0.07,0.12,1.0,0.0,0.18,0.11,0.11,0.2,0.0,0.0,0.12,0.0,0.17
sevenupdate.csv,0.93,1.0,0.97,1.0,0.97,0.45,0.96,0.85,1.0,0.7,0.97,1.0,1.0,1.0,0.7,0.99
springside.csv,0.49,0.55,0.33,0.41,0.63,0.59,0.96,0.42,0.14,0.61,0.64,0.82,0.25,0.75,0.72,0.42
swtfox.csv,0.63,0.55,0.53,0.52,0.32,0.82,0.61,0.95,0.37,0.61,0.56,0.36,0.5,0.12,0.82,0.67
tmva.csv,0.78,0.51,0.73,0.59,0.66,0.64,0.69,0.52,0.97,0.79,1.0,0.82,1.0,0.75,0.65,0.94
