,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.79,0.78,0.81,0.6,0.56,0.84,0.81,0.72,0.96,0.57,0.9,0.84,0.84,0.82,0.64,0.88,0.47,0.65
buddata-ebxml-registry.csv,1.0,0.69,1.0,0.97,0.49,0.89,0.78,0.99,0.96,0.95,0.9,0.98,1.0,0.9,0.97,0.97,1.0,0.07
co-ode-owl-plugins.csv,0.55,0.63,0.55,0.48,0.57,0.62,0.66,0.57,0.86,0.28,0.68,1.0,0.63,0.95,0.64,0.83,0.84,0.62
firebreath.csv,0.7,0.61,0.84,0.64,0.52,0.53,0.51,0.47,0.76,0.71,0.76,0.52,0.71,0.95,0.51,0.59,0.73,0.75
gretl.csv,0.97,0.54,0.63,0.56,0.45,0.95,0.8,0.72,0.59,0.59,0.7,0.98,0.63,0.79,0.4,0.5,0.69,0.36
konversation.csv,0.84,0.63,0.68,0.31,0.58,0.59,0.69,0.51,0.8,0.59,0.9,0.75,0.61,0.79,0.61,0.63,0.79,0.96
lazarus-ccr.csv,0.27,0.71,1.0,0.98,0.93,0.78,0.69,0.76,0.76,0.41,0.87,0.63,0.6,0.77,1.0,0.76,0.97,0.77
linuxsh.csv,0.79,0.62,0.37,0.45,0.89,0.63,0.7,0.8,1.0,0.42,0.95,0.82,0.98,1.0,0.82,0.77,0.82,0.7
migen.csv,0.76,0.65,0.71,0.47,0.51,0.46,0.46,0.75,0.95,0.35,0.5,0.76,0.9,0.94,0.72,0.81,0.86,0.77
moviesandbox.csv,0.68,0.69,0.6,0.42,0.58,0.43,0.6,0.57,0.91,0.44,0.57,0.7,0.78,0.94,0.78,0.72,0.83,0.82
mvnforum.csv,0.96,0.85,0.75,1.0,0.6,0.75,0.65,0.74,0.95,0.39,0.53,0.77,0.56,0.69,0.8,0.84,0.84,0.85
ontomorphtab.csv,0.76,0.32,0.61,0.47,0.38,0.56,0.64,0.53,0.6,0.92,0.67,0.41,0.78,0.75,0.47,0.5,0.69,0.51
opengs.csv,0.83,0.77,0.78,0.46,0.45,0.59,0.79,0.72,0.9,0.83,0.38,0.6,0.85,1.0,0.57,0.68,0.68,0.77
plplot.csv,0.74,0.77,0.66,1.0,0.69,0.51,0.47,0.82,0.9,0.65,0.63,0.83,0.55,0.95,0.56,0.51,0.76,0.74
scite-ru.csv,0.9,0.86,0.51,0.65,0.73,0.75,0.76,0.75,0.56,0.73,0.6,0.91,0.94,0.82,0.57,0.79,0.75,1.04
tokratan.csv,0.85,0.73,0.55,0.44,0.48,0.53,0.51,0.75,0.9,0.95,0.54,0.43,0.69,0.91,0.51,0.47,0.68,0.72
vrjuggler.csv,0.94,0.76,1.0,0.6,0.98,0.8,0.85,0.91,0.87,0.52,0.89,0.94,0.91,0.45,0.99,0.95,0.99,0.75
xuggle.csv,0.57,0.67,0.74,0.47,0.36,0.67,0.63,0.63,0.58,0.82,0.47,0.46,0.65,0.92,0.56,0.59,0.69,0.46
