,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,1.0,0.04,0.0,1.0,0.0,0.57,0.75,0.33,0.03,0.71,0.15,0.07,1.0,1.0,0.1,0.0,0.84,0.34,0.25
blogentis.csv,0.03,0.4,0.01,0.09,0.78,0.04,1.0,0.9,0.04,0.03,0.43,0.18,0.03,0.11,0.0,0.14,0.41,0.48,0.16,0.18
free-evolution.csv,0.0,0.41,0.01,0.1,0.75,0.1,0.27,1.0,0.14,0.0,0.58,0.36,0.03,0.16,0.33,0.1,0.33,0.76,0.63,1.0
gtad.csv,1.0,0.45,0.0,0.43,1.0,1.0,0.75,0.86,0.0,0.0,0.65,0.5,0.0,0.6,1.0,0.38,0.67,0.83,0.83,0.5
htmlunit.csv,0.07,0.42,0.02,0.13,0.84,0.12,0.44,0.83,0.13,0.0,1.0,0.3,0.06,0.24,0.35,0.14,0.42,0.44,0.57,0.29
ipfire-wall.csv,0.04,0.33,0.01,0.17,1.0,0.19,0.17,0.5,0.0,0.5,0.3,0.24,0.0,0.11,1.0,0.11,0.25,0.48,0.5,0.29
irplus.csv,0.0,0.5,0.03,0.07,1.0,0.02,0.26,0.91,0.0,0.12,0.48,0.15,0.0,0.19,0.56,0.05,0.96,0.24,0.27,0.5
jasperreports.csv,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.86,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.0,0.83,0.0,0.0
jvcl.csv,0.0,0.45,0.0,1.0,0.0,0.02,0.1,1.0,0.0,0.02,0.29,0.04,0.0,0.0,0.0,0.01,0.31,0.48,0.21,1.0
kaffeine.csv,0.03,0.37,0.01,0.1,1.0,0.07,0.26,0.84,0.11,0.02,0.32,0.14,0.04,0.17,0.33,0.05,0.36,0.23,0.22,0.24
m-m-m.csv,0.04,0.35,0.01,0.08,0.76,0.07,0.27,1.0,0.06,0.02,0.3,0.14,0.06,0.16,0.45,0.07,0.38,0.24,0.19,0.3
myfaces.csv,0.1,0.39,0.0,0.17,1.0,0.06,0.2,0.78,0.0,0.0,0.54,1.0,0.0,0.14,0.0,0.05,0.33,0.5,0.58,0.19
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.5,0.0,0.08,1.0,0.67
poormans.csv,0.0,0.4,0.01,0.08,0.71,0.12,0.5,0.8,0.15,0.33,0.57,0.35,0.06,0.26,0.5,0.14,0.41,0.72,1.0,0.24
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.22,0.0,0.5,0.18,0.0,0.0,0.0,0.04,0.75,0.2,0.0,0.0
smartgwt.csv,0.04,0.36,0.0,0.14,0.62,0.17,0.4,0.92,0.13,0.04,0.33,0.18,0.05,0.15,0.33,0.1,0.36,1.0,0.25,0.31
taokgame.csv,0.0,0.0,0.17,0.0,1.0,0.33,0.6,0.0,1.0,0.02,0.67,0.23,0.0,0.21,0.44,0.25,0.25,1.0,0.14,1.0
wgs-assembler.csv,0.0,1.0,0.01,0.09,1.0,0.16,0.48,0.78,0.09,0.03,0.48,0.21,0.12,0.23,0.42,0.13,0.41,0.38,0.25,0.23
