,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,1.0,0.97,0.75,1.0,0.96,1.0,0.83,0.95,0.61,0.54,0.89,0.94,0.58,0.05,0.78,0.78,1.0,0.77,0.72,0.97
blogentis.csv,0.64,0.68,0.77,0.78,0.78,0.87,0.04,0.68,1.01,0.52,0.54,0.69,0.85,0.84,1.02,0.44,0.63,0.56,0.88,0.82
free-evolution.csv,1.06,0.64,0.82,0.73,0.84,0.68,0.79,0.92,0.61,1.01,0.79,0.81,0.83,0.75,0.7,0.64,0.86,0.86,0.51,0.06
gtad.csv,0.0,0.7,1.0,0.81,0.98,0.91,0.88,0.89,1.0,1.0,0.77,0.85,1.0,0.86,0.94,0.77,0.92,0.89,0.85,0.91
htmlunit.csv,0.53,0.63,0.57,0.59,0.66,0.59,0.58,0.91,0.68,1.01,0.06,0.59,0.59,0.7,0.68,0.46,0.66,0.51,0.65,0.66
ipfire-wall.csv,0.59,0.78,0.8,0.76,0.82,0.73,0.88,0.98,1.01,0.02,0.79,0.59,1.0,0.89,0.0,0.52,0.9,0.66,0.74,0.88
irplus.csv,1.0,0.9,0.53,0.84,0.86,0.95,0.82,0.81,1.02,0.11,0.69,0.72,1.03,0.79,0.73,0.72,0.05,0.74,0.72,0.91
jasperreports.csv,1.0,0.97,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.02,0.93,0.81,1.0,1.0,1.0,0.04,1.0,0.99,0.88,1.0
jaxlib.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.98,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.96,1.0,0.78,1.0,1.0
jvcl.csv,1.0,0.79,1.0,0.19,1.0,0.94,0.96,0.9,1.0,0.93,0.85,0.98,1.0,1.07,1.0,0.98,0.86,0.56,0.89,0.97
kaffeine.csv,0.99,0.92,1.0,1.0,0.0,0.99,1.0,1.0,0.98,0.97,0.99,1.0,0.96,0.97,1.0,0.99,0.98,1.0,0.97,0.96
m-m-m.csv,0.7,0.76,0.85,0.79,0.88,0.69,0.77,0.0,0.95,0.66,0.9,0.95,0.69,0.87,0.51,0.67,0.71,0.96,0.84,0.59
myfaces.csv,0.52,0.71,1.02,0.57,0.94,0.84,0.89,0.89,1.03,1.37,0.56,0.08,1.05,0.77,1.08,0.83,0.77,0.89,0.59,0.84
nh3d.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.96,1.0,0.98,0.97,0.94
poormans.csv,1.01,0.67,0.75,0.84,1.04,0.74,0.68,0.87,0.61,0.03,0.46,0.5,0.71,0.56,0.49,0.41,0.76,0.48,0.03,0.72
sarasvati.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98,0.8,1.02,0.99,0.96,1.0,1.0,1.0,0.87,0.88,0.99,1.0,1.0
smartgwt.csv,0.62,0.99,1.0,0.63,1.03,0.65,0.84,0.46,0.63,0.36,0.77,0.58,0.81,0.76,0.85,0.46,0.83,0.05,0.69,0.75
taokgame.csv,1.0,1.0,0.75,1.0,0.88,0.91,0.88,1.0,0.0,0.92,0.98,0.86,1.0,0.86,0.79,0.92,0.96,0.98,0.97,0.88
wgs-assembler.csv,1.03,0.03,0.78,0.84,0.86,0.44,0.53,0.89,0.84,0.52,0.68,0.61,0.29,0.59,0.75,0.5,0.76,0.55,0.67,0.86
