,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.04,0.29,0.0,0.05,0.0,0.2,0.07,0.45,0.81,0.13,0.07,0.53,0.96,0.26,0.27,0.0,0.27,0.33,0.04
blogentis.csv,0.52,0.44,0.48,0.5,0.4,0.21,0.97,0.39,0.22,0.82,0.63,0.39,0.45,0.27,0.0,0.65,0.56,0.51,0.18,0.36
free-evolution.csv,0.0,0.52,0.29,0.41,0.38,0.4,0.29,0.1,0.59,0.0,0.26,0.23,0.45,0.37,0.46,0.43,0.19,0.17,0.55,0.95
gtad.csv,1.0,0.37,0.0,0.23,0.02,0.11,0.15,0.15,0.0,0.0,0.27,0.18,0.0,0.17,0.07,0.27,0.1,0.13,0.18,0.11
htmlunit.csv,0.54,0.53,0.53,0.64,0.58,0.49,0.5,0.12,0.44,0.0,0.95,0.49,0.53,0.37,0.51,0.61,0.47,0.58,0.4,0.45
ipfire-wall.csv,0.53,0.32,0.29,0.29,0.22,0.31,0.2,0.05,0.0,1.0,0.3,0.5,0.0,0.17,1.0,0.57,0.14,0.4,0.3,0.15
irplus.csv,0.0,0.12,0.54,0.42,0.17,0.11,0.25,0.24,0.0,0.98,0.38,0.39,0.0,0.28,0.32,0.41,0.96,0.55,0.36,0.11
jasperreports.csv,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.97,0.0,0.01,0.15,0.0
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.26,0.0,0.0
jvcl.csv,0.0,0.27,0.0,0.84,0.0,0.11,0.14,0.12,0.0,0.27,0.2,0.1,0.0,0.0,0.0,0.05,0.19,0.51,0.15,0.04
kaffeine.csv,0.05,0.33,0.0,0.0,1.0,0.05,0.0,0.0,0.09,0.13,0.05,0.0,0.17,0.13,0.0,0.05,0.09,0.0,0.13,0.17
m-m-m.csv,0.68,0.54,0.47,0.4,0.43,0.61,0.56,1.0,0.36,0.72,0.36,0.21,0.69,0.42,0.72,0.69,0.58,0.17,0.49,0.68
myfaces.csv,0.55,0.4,0.0,0.53,0.07,0.48,0.43,0.17,0.0,0.0,0.51,0.93,0.0,0.41,0.0,0.22,0.5,0.13,0.46,0.24
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.02,0.04,0.07
poormans.csv,0.0,0.47,0.49,0.47,0.26,0.31,0.38,0.19,0.53,0.99,0.62,0.56,0.67,0.55,0.63,0.67,0.32,0.58,0.98,0.55
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.24,0.0,0.01,0.05,0.0,0.0,0.0,0.18,0.15,0.01,0.0,0.0
smartgwt.csv,0.52,0.05,0.0,0.7,0.27,0.41,0.2,0.66,0.58,0.9,0.56,0.59,0.54,0.36,0.2,0.73,0.24,0.96,0.42,0.31
taokgame.csv,0.0,0.0,0.29,0.0,0.15,0.11,0.15,0.0,1.0,0.3,0.02,0.18,0.0,0.17,0.26,0.1,0.05,0.02,0.04,0.15
wgs-assembler.csv,0.0,0.98,0.29,0.48,0.17,0.66,0.54,0.17,0.23,0.82,0.39,0.5,0.92,0.54,0.32,0.58,0.32,0.55,0.44,0.18
