,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.67,0.71,0.73,0.79,0.68,0.81,0.76,0.74,0.36,0.78,0.74,0.79,0.25,0.7,0.41,1.0,0.37,1.0,0.43
bzbyte.csv,0.42,0.57,0.52,0.78,0.83,0.82,0.52,1.0,0.0,0.71,0.65,0.89,0.0,0.66,0.21,0.86,0.17,1.0,0.0
chrysalis.csv,0.72,0.69,0.83,0.82,0.84,0.84,0.88,0.82,0.16,0.83,0.61,0.77,0.27,0.88,0.31,1.0,0.43,1.0,0.42
dspace-gsoc.csv,0.61,0.56,0.85,0.74,0.63,0.83,0.59,0.73,0.13,0.75,0.78,0.74,0.21,0.7,0.2,0.98,0.16,0.98,0.28
fbmanager.csv,0.79,0.73,0.8,0.87,0.86,0.8,0.75,0.91,0.31,0.87,0.65,0.87,0.54,0.87,0.48,1.0,0.38,1.0,0.56
fityk.csv,0.61,0.62,0.63,0.77,0.75,0.82,0.81,0.8,0.16,0.77,0.62,0.74,0.2,0.79,0.29,1.0,0.38,0.98,0.43
fleet-simulator.csv,0.5,0.6,0.5,0.79,0.67,0.81,0.5,0.76,0.2,0.71,0.7,0.76,0.2,0.69,0.28,1.0,0.23,0.98,0.34
freenet.csv,0.51,0.57,0.51,0.79,0.78,0.83,0.5,0.78,0.13,0.71,0.62,0.81,0.18,0.66,0.24,0.77,0.17,0.98,0.34
google-caja.csv,0.69,0.62,0.65,0.8,0.69,0.83,0.55,0.9,0.15,0.82,0.65,0.75,0.24,0.67,0.3,1.0,0.27,0.98,0.32
k3b.csv,0.61,0.62,0.56,0.78,0.7,0.8,0.5,0.74,0.13,0.82,0.61,0.73,0.23,0.67,0.2,0.53,0.17,0.98,0.29
mediaportal.csv,0.61,0.64,1.0,0.9,0.9,0.81,0.75,0.92,0.43,0.86,0.64,1.0,0.34,0.4,0.49,1.0,0.2,1.0,0.57
myfaces.csv,0.62,0.78,0.67,0.83,0.73,0.87,0.6,0.96,0.38,0.85,0.75,0.77,0.21,0.71,0.43,0.98,0.38,1.0,0.4
onotoa.csv,0.37,0.57,0.38,0.62,0.64,0.86,0.36,0.66,0.1,0.62,0.64,0.69,0.14,0.62,0.17,1.0,0.16,0.98,0.21
paintown.csv,0.75,0.62,0.58,0.73,0.7,0.81,0.46,0.71,0.13,0.77,0.74,0.8,0.21,0.74,0.19,0.86,0.17,0.97,0.3
poormans.csv,0.36,0.64,0.42,0.85,0.8,0.78,0.66,0.94,0.3,0.64,0.66,0.87,0.19,0.62,0.47,1.0,0.3,1.0,0.65
sqlpower-library.csv,0.47,0.6,0.56,0.86,0.69,0.82,0.5,0.88,0.15,0.73,0.64,0.73,0.19,0.71,0.22,0.83,0.2,0.98,0.38
triplea.csv,0.6,0.75,0.65,0.78,0.66,0.85,0.59,0.8,0.14,0.79,0.71,0.76,0.23,0.75,0.21,1.0,0.28,0.98,0.32
xamj.csv,0.52,0.66,0.55,0.83,0.65,0.84,0.55,0.74,0.21,0.74,0.69,0.79,0.19,0.73,0.26,1.0,0.21,1.0,0.6
