,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.51,0.58,0.41,0.61,0.8,0.9,0.37,0.93,0.34,0.6,0.55,0.67,0.58,0.73,0.45,0.04,0.64,0.5,0.5
bzbyte.csv,0.82,0.89,1.0,0.67,0.87,1.0,0.69,0.99,1.0,1.0,0.91,0.37,1.0,1.0,0.98,1.0,0.97,0.24,1.0
chrysalis.csv,0.59,0.57,0.71,0.5,0.45,0.71,0.45,0.54,0.76,0.61,0.79,0.75,0.54,0.67,0.51,0.59,0.27,0.21,0.51
dspace-gsoc.csv,0.51,0.87,0.68,0.7,0.89,0.88,0.59,0.78,0.95,0.63,0.46,0.83,0.65,0.66,0.77,0.15,0.74,1.04,0.97
fbmanager.csv,0.53,0.68,0.35,0.48,0.62,0.82,0.48,0.43,0.5,0.78,0.72,0.57,0.94,0.56,0.45,0.76,0.71,0.38,0.48
fityk.csv,0.55,0.75,0.54,0.68,0.53,0.73,0.4,0.6,0.7,0.61,0.76,0.91,0.82,0.47,0.57,0.69,0.61,1.0,0.5
fleet-simulator.csv,0.8,0.91,0.92,0.66,0.89,0.77,1.0,0.79,0.6,1.0,0.75,0.77,0.9,0.79,0.67,0.04,0.57,1.01,0.74
freenet.csv,0.75,0.97,0.94,0.65,0.48,0.72,0.96,0.69,0.98,0.85,0.96,0.6,0.94,1.0,0.73,1.12,0.84,1.0,0.7
google-caja.csv,0.41,0.76,0.51,0.58,0.76,0.83,0.75,0.31,0.87,0.55,0.91,1.0,0.69,0.8,0.56,0.2,0.5,1.0,0.91
k3b.csv,0.52,0.76,0.84,0.61,0.69,0.83,0.9,0.89,0.92,0.49,0.97,0.92,0.61,0.8,0.99,1.22,0.99,1.02,0.88
mediaportal.csv,0.84,0.76,0.94,0.62,0.72,0.85,0.68,0.72,0.59,0.9,0.79,0.86,0.49,0.96,0.52,0.7,0.96,0.72,0.71
myfaces.csv,0.51,0.45,0.49,0.49,0.58,0.6,0.58,0.69,0.41,0.56,0.54,0.69,0.69,0.63,0.74,0.21,0.51,0.66,0.54
onotoa.csv,0.97,0.76,0.87,1.04,0.74,0.62,0.89,0.83,0.97,0.92,0.77,0.82,0.84,0.85,0.91,0.59,0.81,1.02,0.93
paintown.csv,0.38,0.71,0.69,0.94,0.67,0.84,1.01,1.01,0.96,0.59,0.6,0.62,0.67,0.59,0.89,1.0,0.95,1.12,0.98
poormans.csv,0.9,0.65,0.83,0.55,0.51,0.82,0.49,0.78,0.43,0.86,0.71,0.78,0.95,0.8,0.32,0.98,0.89,0.36,0.67
sqlpower-library.csv,0.95,0.95,0.78,0.42,0.76,0.71,1.0,0.4,0.84,0.88,0.83,1.01,0.98,0.78,0.92,1.03,0.64,1.0,0.62
triplea.csv,0.55,0.48,0.54,0.63,0.9,0.64,0.57,0.64,0.97,0.56,0.66,0.74,0.68,0.56,0.93,0.04,0.47,1.01,0.79
xamj.csv,0.7,0.63,0.79,0.51,0.98,0.82,0.78,0.96,0.53,0.73,0.71,0.83,0.93,0.61,0.75,0.43,0.62,0.59,0.39
