,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.61,0.61,0.72,0.81,0.76,0.8,0.73,0.83,0.48,0.63,0.69,0.75,0.36,0.44,0.49,0.98,0.37,0.67,0.53
bzbyte.csv,0.46,0.21,0.69,0.8,0.22,0.9,0.55,0.03,0.0,0.83,0.74,0.86,0.0,0.79,0.34,0.89,0.29,0.86,0.0
chrysalis.csv,0.54,0.69,0.43,0.77,0.7,0.51,0.68,0.72,0.27,0.57,0.41,0.43,0.38,0.49,0.45,0.58,0.57,0.88,0.52
dspace-gsoc.csv,0.67,0.62,0.47,0.62,0.69,0.86,0.69,0.7,0.23,0.65,0.79,0.72,0.32,0.7,0.31,0.95,0.25,0.82,0.42
fbmanager.csv,0.6,0.47,0.75,0.7,0.54,0.34,0.64,0.73,0.4,0.36,0.51,0.61,0.11,0.6,0.53,0.39,0.33,0.77,0.56
fityk.csv,0.59,0.69,0.69,0.79,0.74,0.71,0.71,0.75,0.27,0.62,0.55,0.77,0.32,0.75,0.43,0.48,0.39,0.95,0.55
fleet-simulator.csv,0.63,0.71,0.62,0.84,0.78,0.72,0.67,0.81,0.32,0.83,0.78,0.75,0.33,0.76,0.44,0.98,0.34,0.93,0.49
freenet.csv,0.62,0.68,0.65,0.85,0.75,0.73,0.66,0.79,0.24,0.77,0.71,0.73,0.31,0.78,0.38,0.61,0.29,0.96,0.49
google-caja.csv,0.71,0.68,0.68,0.78,0.76,0.84,0.68,0.87,0.25,0.65,0.74,0.85,0.38,0.73,0.45,0.89,0.41,0.96,0.48
k3b.csv,0.63,0.68,0.71,0.64,0.74,0.72,0.64,0.81,0.22,0.75,0.68,0.74,0.34,0.73,0.33,0.23,0.29,0.87,0.43
mediaportal.csv,0.26,0.39,0.11,0.55,0.43,0.29,0.46,0.43,0.42,0.18,0.36,0.25,0.43,0.08,0.49,0.46,0.06,0.43,0.39
myfaces.csv,0.63,0.71,0.69,0.84,0.65,0.66,0.58,0.47,0.47,0.62,0.75,0.62,0.32,0.66,0.33,0.9,0.44,0.51,0.52
onotoa.csv,0.43,0.45,0.33,0.59,0.48,0.79,0.21,0.43,0.16,0.57,0.64,0.43,0.22,0.63,0.27,0.58,0.19,0.87,0.29
paintown.csv,0.71,0.64,0.69,0.83,0.72,0.79,0.6,0.78,0.23,0.67,0.79,0.66,0.33,0.76,0.31,0.88,0.29,0.66,0.46
poormans.csv,0.39,0.6,0.37,0.63,0.67,0.37,0.77,0.35,0.41,0.57,0.58,0.36,0.32,0.57,0.59,0.04,0.16,0.78,0.44
sqlpower-library.csv,0.62,0.73,0.7,0.77,0.78,0.67,0.67,0.8,0.27,0.83,0.69,0.78,0.32,0.8,0.37,0.78,0.31,0.99,0.52
triplea.csv,0.59,0.7,0.62,0.77,0.76,0.76,0.64,0.83,0.24,0.77,0.53,0.72,0.36,0.68,0.34,0.98,0.41,0.94,0.47
xamj.csv,0.61,0.62,0.67,0.72,0.77,0.86,0.7,0.84,0.33,0.78,0.74,0.88,0.31,0.73,0.4,0.73,0.3,0.59,0.63
