,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,3.0,0.0,0.0,0.0,91.0,1.0,0.0,4.0,9.0,374.0,7.0,3.0,5.0,0.0,1.0,4.0,0.0
all-plasm.csv,3.0,3.0,0.0,0.0,2.0,0.0,8.0,1.0,3.0,770.0,3.0,5.0,5.0,0.0,1.0,9.0,3.0
applet2app.csv,4.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,4.0,1476.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0
autat.csv,0.0,13.0,0.0,0.0,10.0,1.0,0.0,7.0,2.0,829.0,1.0,9.0,0.0,0.0,1.0,0.0,6.0
autowikibrowser.csv,1.0,2.0,1.0,66.0,21.0,1.0,1.0,3.0,6.0,231.0,1.0,5.0,11.0,1.0,5.0,0.0,4.0
gbif-providertoolkit.csv,0.0,5.0,0.0,0.0,11.0,1.0,2.0,0.0,7.0,1386.0,1.0,6.0,1.0,0.0,2.0,11.0,17.0
htmlunit.csv,1.0,0.0,8.0,120.0,0.0,0.0,0.0,20.0,4.0,117.0,0.0,0.0,3.0,1.0,14.0,1.0,0.0
kmatplot.csv,0.0,4.0,2.0,0.0,2.0,2.0,3.0,2.0,9.0,1066.0,1.0,74.0,3.0,1.0,3.0,11.0,28.0
mcore3d.csv,1.0,0.0,1.0,355.0,91.0,0.0,6.0,0.0,11.0,225.0,2.0,1.0,5.0,2.0,0.0,7.0,3.0
nh3d.csv,875.0,11.0,0.0,0.0,2.0,0.0,1673.0,3.0,14.0,2488.0,4.0,17.0,6.0,1.0,367.0,15.0,828.0
qgo.csv,2.0,1.0,26.0,0.0,29.0,1.0,21.0,21.0,12.0,676.0,1.0,13.0,15.0,0.0,50.0,10.0,28.0
qtwin.csv,0.0,2.0,4.0,2.0,91.0,2.0,3.0,0.0,12.0,28.0,0.0,1.0,3.0,1.0,2.0,2.0,4.0
reactos-mirror.csv,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,11.0,1641.0,19.0,3.0,11.0,1.0,75.0,4.0,3.0
taokgame.csv,1.0,2.0,3.0,355.0,2.0,1.0,2.0,1.0,9.0,357.0,2.0,1.0,5.0,0.0,0.0,2.0,1.0
unbvision.csv,0.0,3.0,12.0,234.0,13.0,2.0,5.0,10.0,1.0,1450.0,4.0,7.0,4.0,0.0,2.0,1.0,1.0
uwom.csv,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,623.0,0.0,0.0,4.0,1.0,1.0,10.0,4.0
wishmaster.csv,875.0,5.0,6.0,355.0,91.0,0.0,0.0,2.0,6.0,582.0,1.0,1.0,3.0,1.0,26.0,1.0,0.0
