,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.74,0.73,0.76,0.68,0.64,0.99,0.0,0.73,0.72,0.93,0.66,0.89,0.83,0.86,1.01,0.79
galaxium.csv,0.94,0.86,0.65,1.01,0.82,1.0,0.98,0.98,0.87,0.06,0.38,0.89,0.74,0.94,0.6,0.57
hydrate.csv,0.89,0.84,0.72,1.0,0.65,1.13,0.97,0.99,0.85,0.47,0.7,0.9,0.74,0.74,0.41,0.03
ivef-sdk.csv,0.73,0.45,0.76,0.75,0.76,0.0,0.81,0.84,0.8,0.93,0.88,1.03,0.72,0.7,1.03,0.89
jmri.csv,0.75,0.51,0.02,0.73,0.82,0.93,0.86,0.65,0.82,0.78,0.57,0.76,0.76,0.82,0.83,0.78
jython.csv,0.64,0.8,0.91,0.75,0.8,0.83,0.97,0.01,0.89,0.8,0.8,1.01,0.66,0.93,0.85,0.8
kdenlive.csv,0.04,0.58,0.69,0.99,0.69,0.69,0.99,0.99,0.54,0.47,0.51,0.54,0.76,0.79,0.83,0.57
ninject.csv,0.97,1.0,0.81,1.0,0.93,1.0,0.94,0.99,1.0,0.57,0.52,0.88,0.79,0.78,0.0,0.5
ondex.csv,0.7,0.64,0.85,0.73,0.9,0.96,1.0,0.46,0.65,0.89,0.77,0.85,0.15,0.77,0.81,0.8
opentibia.csv,0.75,0.0,0.78,0.9,0.74,0.9,0.83,0.99,0.92,0.81,0.88,0.71,0.86,0.91,0.71,0.79
runuomondains.csv,0.96,1.02,0.99,0.7,0.85,0.58,1.0,0.86,0.94,0.95,0.12,0.94,0.97,0.91,0.82,0.82
somap.csv,0.7,0.92,0.95,1.0,0.94,1.0,1.0,0.99,1.0,0.91,1.0,0.0,0.97,1.0,0.95,1.0
taverna.csv,0.86,0.9,0.93,0.87,0.11,1.0,1.0,0.68,0.9,0.89,0.88,0.93,0.88,0.81,1.01,0.95
tigermud.csv,0.95,0.77,0.8,1.0,0.7,0.8,0.62,1.0,0.93,0.95,0.97,1.01,0.87,0.07,0.88,0.85
unbvision.csv,0.57,0.71,0.69,1.0,0.71,0.95,0.8,0.33,0.07,0.44,0.67,0.66,0.63,0.78,0.61,0.68
x-ray-mule.csv,0.81,0.79,0.83,0.03,0.77,0.58,0.96,0.98,0.74,0.91,0.88,0.83,0.75,0.71,1.11,0.74
