,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.79,0.96,0.47,0.62,0.59,0.27,1.0,0.55,0.3,0.14,0.19,1.0,0.12,0.83,0.0,0.78
galaxium.csv,0.8,0.87,0.61,0.14,0.45,0.0,0.17,0.1,0.67,1.0,0.26,0.86,0.33,0.38,0.67,0.83
hydrate.csv,1.0,0.88,0.55,0.0,0.44,0.14,0.33,0.12,0.26,0.44,0.12,1.0,0.16,0.62,0.43,1.0
ivef-sdk.csv,0.69,0.95,0.46,0.67,0.38,1.0,0.52,0.1,0.26,0.17,0.2,0.9,0.17,0.64,0.04,0.57
jmri.csv,0.65,0.92,0.99,0.63,0.26,0.59,0.36,0.32,0.25,0.25,0.17,1.0,0.15,0.6,0.08,0.6
jython.csv,0.69,0.87,0.48,0.66,0.34,0.72,0.43,0.92,0.22,0.24,0.1,0.91,0.19,0.6,0.1,0.57
kdenlive.csv,1.0,0.91,0.48,0.39,0.37,0.7,0.15,0.12,0.36,0.43,0.19,0.97,0.15,0.57,0.08,0.72
ninject.csv,0.5,0.0,0.52,0.0,0.29,0.0,0.4,0.09,0.0,0.5,0.31,1.0,0.37,0.73,1.0,0.82
ondex.csv,0.71,0.92,0.56,0.69,0.3,0.6,0.14,0.55,0.48,0.4,0.18,1.0,1.0,0.69,0.14,0.7
opentibia.csv,0.69,1.0,0.44,0.62,0.35,0.52,0.52,0.13,0.24,0.3,0.13,0.93,0.13,0.62,0.11,0.68
runuomondains.csv,0.36,0.6,0.16,0.9,0.8,1.0,0.0,1.0,0.22,0.18,1.0,1.0,0.11,0.43,0.09,0.86
somap.csv,0.7,0.88,0.48,0.6,0.34,0.69,0.49,0.12,0.26,0.29,0.12,1.0,0.17,0.62,0.09,0.63
taverna.csv,0.77,1.0,0.44,1.0,1.0,0.0,0.0,0.78,0.3,0.27,0.25,0.86,0.2,0.55,0.0,0.5
tigermud.csv,0.6,0.89,0.44,0.58,0.39,0.73,0.57,0.08,0.24,0.25,0.09,0.91,0.15,0.97,0.08,0.61
unbvision.csv,0.73,0.87,0.55,0.29,0.34,0.42,0.47,0.52,1.0,0.49,0.13,0.96,0.2,0.58,0.25,0.66
x-ray-mule.csv,0.61,0.9,0.42,1.0,0.31,1.0,0.21,0.08,0.26,0.16,0.17,0.89,0.22,0.62,0.02,0.75
