,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.57,0.99,0.64,0.59,0.18,0.65
extprosys.csv,0.92,0.52,0.62,0.44,0.59,0.46
fluidium.csv,0.35,0.33,0.46,1.0,0.48,0.23
haphazard.csv,0.02,0.28,0.0,0.28,0.93,0.05
qcad2.csv,0.16,0.31,0.95,0.22,0.56,0.28
silvertree.csv,0.22,0.38,0.47,0.28,0.18,0.99
