,f1,g,recall,precision,pf,wins
bibletime.csv,0.575,0.625,0.72,0.525,0.49,12
decidr.csv,0.5449999999999999,0.48,0.895,0.44,0.825,6
doomlegacy.csv,0.45999999999999996,0.345,0.73,0.44,0.495,5
elmo.csv,0.25,0.245,0.21,0.5549999999999999,0.15000000000000002,2
gpac.csv,0.31,0.425,0.4,0.37,0.33,4
illumination.csv,0.21,0.09,0.5449999999999999,0.28,0.5900000000000001,0
img-browse-sort.csv,0.535,0.605,0.6799999999999999,0.575,0.335,17
ktc.csv,0.51,0.475,0.435,0.625,0.22,10
neoengine.csv,0.6000000000000001,0.65,0.78,0.525,0.54,15
nicepress.csv,0.505,0.545,0.79,0.44999999999999996,0.605,8
omseek.csv,0.24,0.195,0.16499999999999998,0.605,0.065,3
pi-qmc.csv,0.545,0.525,0.685,0.485,0.595,7
rosegarden.csv,0.51,0.56,0.655,0.52,0.39,11
sigil.csv,0.53,0.61,0.635,0.59,0.38,13
smarttag.csv,0.505,0.49,0.485,0.585,0.31000000000000005,9
sylpheed-claws.csv,0.5700000000000001,0.025,0.96,0.41000000000000003,0.995,1
xemeiah.csv,0.55,0.575,0.6599999999999999,0.515,0.275,16
zscreen.csv,0.585,0.655,0.805,0.51,0.55,14
