,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.39,0.99,0.74,0.37,0.32,0.28,0.55,0.98,0.74,0.31,0.41,0.51,0.32,0.5,0.62,0.65,0.48,0.21
decidr.csv,0.51,0.52,0.56,0.93,0.86,0.97,0.23,0.98,0.98,0.9,0.69,0.74,0.86,0.95,0.73,0.77,0.96,0.79
doomlegacy.csv,0.38,0.01,0.94,0.11,0.52,0.61,0.9,0.06,0.04,0.95,0.47,0.59,0.95,0.68,0.46,0.32,1.0,0.07
elmo.csv,0.19,0.33,0.02,0.22,0.19,0.06,0.14,0.13,0.06,0.03,0.09,0.16,0.11,0.26,0.31,0.28,0.12,0.21
gpac.csv,0.84,0.81,0.09,0.67,0.34,0.32,0.63,0.32,0.85,0.51,0.29,0.26,0.27,0.24,0.31,0.57,0.73,0.21
illumination.csv,0.0,0.94,0.04,0.85,0.0,0.84,0.02,0.0,0.0,0.67,0.64,0.54,1.0,0.95,0.0,0.14,0.98,1.0
img-browse-sort.csv,0.41,0.52,0.21,0.33,0.22,0.35,0.6,0.28,0.19,0.67,0.38,0.34,0.32,0.21,0.15,0.63,0.14,0.5
ktc.csv,0.24,0.27,0.36,0.07,0.17,0.09,0.23,0.53,0.24,0.28,0.03,0.23,0.11,0.68,0.08,0.2,0.05,0.21
neoengine.csv,0.3,0.97,0.27,0.3,0.27,0.57,0.51,0.98,0.98,0.59,0.24,0.71,0.22,0.63,0.62,0.77,0.29,0.5
nicepress.csv,0.5,0.84,0.99,0.48,0.67,0.28,0.48,0.96,0.99,0.64,0.29,0.33,0.89,0.76,0.19,0.57,0.88,0.43
omseek.csv,0.06,0.03,0.02,0.0,0.02,0.09,0.07,0.04,0.05,0.46,0.09,0.19,0.14,0.42,0.0,0.09,0.0,0.14
pi-qmc.csv,0.35,1.0,0.61,0.63,0.24,0.32,0.29,1.0,1.0,0.49,0.31,0.71,0.19,0.58,0.73,0.72,0.2,0.64
rosegarden.csv,0.42,0.55,0.92,0.11,0.22,0.26,0.75,0.36,0.21,0.15,0.33,0.67,0.78,0.68,0.69,0.12,0.8,0.29
sigil.csv,0.4,0.36,0.22,0.19,0.25,0.43,0.74,0.28,0.2,0.97,0.69,0.53,0.16,0.55,0.27,0.54,0.07,0.64
smarttag.csv,0.43,0.46,0.97,0.48,0.19,0.14,0.22,0.21,0.34,0.21,0.28,0.35,0.16,0.47,0.38,0.38,0.09,0.0
sylpheed-claws.csv,0.89,1.0,0.85,1.0,0.94,1.0,0.79,0.45,0.26,0.87,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0
xemeiah.csv,0.28,0.13,0.74,0.07,0.36,0.61,0.83,0.66,0.74,0.77,0.27,0.16,0.24,0.79,0.23,0.09,0.23,0.21
zscreen.csv,0.55,0.16,0.53,0.19,0.57,0.72,0.78,0.47,0.31,0.92,0.68,0.55,0.38,0.87,0.54,0.72,0.23,0.64
