,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.81,0.94,0.5
google-caja.csv,0.09,0.9,0.91,0.81
itext.csv,0.08,0.8,0.91,0.81
plee-the-bear.csv,0.17,0.78,0.87,0.5
