,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.94,0.56,0.33,0.7
google-caja.csv,0.63,0.26,0.56,0.17
itext.csv,0.63,0.67,0.56,0.2
plee-the-bear.csv,0.24,0.59,0.56,0.47
