,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.24,0.69,0.74,0.51
google-caja.csv,0.72,0.81,0.67,0.68
itext.csv,0.7,0.68,0.7,0.75
plee-the-bear.csv,0.78,0.64,0.51,0.43
