,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.39,0.41,0.42,0.46,0.65,0.47
encog-java.csv,0.6,0.95,0.0,0.96,0.76,0.86
h2database.csv,0.62,0.57,0.88,0.45,0.96,0.96
jaql.csv,0.4,0.46,0.56,0.48,0.48,0.68
raven-monitoring.csv,0.52,0.55,0.58,0.61,0.97,0.78
v8.csv,0.99,0.74,0.43,0.47,0.61,0.49
