,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,1844.5,1078.0,576.0,395.0,98.5,99.0
encog-java.csv,881.5,79.5,0.0,190.0,98.5,60.5
h2database.csv,291.0,585.5,134.0,97.5,98.5,93.5
jaql.csv,1550.0,683.0,279.5,295.0,98.5,98.5
raven-monitoring.csv,1931.0,1332.5,190.0,196.0,89.5,99.0
v8.csv,3196.5,387.0,576.0,482.0,194.0,99.0
