,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.29,0.39,0.24,0.55,0.78,0.92,0.51,0.61,0.7,0.62,0.42,0.62,0.62,0.6,0.2,1.0
aztec.csv,0.26,0.49,0.19,0.55,0.56,0.22,0.08,0.17,0.19,0.88,0.42,0.77,0.1,0.57,0.55,0.29
bl-toolkit.csv,0.86,0.37,0.29,0.64,0.28,0.96,0.26,0.39,0.24,0.17,0.75,0.92,0.4,0.64,0.17,0.54
co-ode-owl-plugins.csv,0.0,0.24,0.14,0.36,0.94,1.0,0.49,0.44,0.27,0.21,0.36,0.77,0.48,0.51,0.15,0.63
gbif-indexingtoolkit.csv,0.57,0.02,0.24,0.91,0.06,0.26,0.1,0.06,0.0,0.04,0.07,0.15,0.05,0.15,0.08,0.29
gnukeda.csv,0.55,0.44,0.76,0.64,0.72,0.42,0.95,0.89,0.46,0.38,0.64,1.0,0.48,0.64,0.42,0.63
motu.csv,0.29,0.2,0.24,0.27,0.17,0.18,0.05,0.17,0.05,0.21,0.58,0.92,0.08,0.28,0.06,0.14
oscarmcmaster.csv,0.02,0.12,0.62,0.18,0.0,0.52,0.15,0.0,0.08,0.58,0.24,0.38,0.08,0.96,0.08,0.37
pamguard.csv,0.5,0.49,0.62,0.36,0.33,0.54,0.46,0.17,0.43,0.58,0.98,0.38,0.48,0.68,0.46,0.49
prelude.csv,0.98,0.83,1.0,0.91,1.0,0.94,0.9,0.78,1.0,0.92,0.93,0.85,0.9,0.96,0.91,0.69
qdvdauthor.csv,0.38,0.27,0.29,0.18,0.11,0.5,0.56,0.56,0.68,0.33,0.37,0.38,1.0,0.19,0.13,0.11
qlc.csv,0.0,0.02,0.19,0.0,0.06,0.06,0.08,0.94,0.14,0.08,0.1,0.23,0.08,0.21,0.04,0.26
scite-ru.csv,0.24,0.68,0.95,0.73,0.67,0.72,0.41,0.67,0.49,0.04,0.69,0.69,0.4,0.74,0.77,0.51
tencompetence.csv,0.48,0.22,0.48,0.27,0.11,0.12,0.18,0.39,0.46,0.04,0.31,0.31,0.2,0.19,0.99,0.09
trackit.csv,0.9,1.0,0.43,0.73,0.61,0.5,0.62,0.83,0.68,0.79,0.31,0.92,0.6,0.53,0.53,0.6
yaprm.csv,0.19,0.32,0.43,0.36,0.17,0.32,0.33,0.5,0.97,0.42,0.39,0.23,0.38,0.34,0.48,0.09
