,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.3,0.43,0.28,0.52,0.78,0.21,0.54,0.59,0.34,0.65,0.44,0.55,0.57,0.6,0.23,1.0
aztec.csv,0.3,0.5,0.23,0.47,0.57,0.26,0.1,0.2,0.22,0.9,0.44,0.74,0.12,0.57,0.53,0.34
bl-toolkit.csv,0.49,0.41,0.33,0.63,0.31,0.97,0.3,0.43,0.27,0.2,0.6,0.81,0.41,0.63,0.2,0.55
co-ode-owl-plugins.csv,0.0,0.28,0.17,0.39,0.95,0.21,0.53,0.48,0.31,0.25,0.4,0.72,0.52,0.54,0.18,0.67
gbif-indexingtoolkit.csv,0.58,0.02,0.28,0.93,0.07,0.3,0.12,0.07,0.0,0.05,0.09,0.18,0.06,0.18,0.1,0.34
gnukeda.csv,0.57,0.48,0.66,0.55,0.71,0.45,0.95,0.64,0.44,0.38,0.58,0.79,0.52,0.57,0.45,0.64
motu.csv,0.34,0.24,0.28,0.31,0.2,0.21,0.06,0.2,0.06,0.25,0.56,0.93,0.1,0.32,0.07,0.17
oscarmcmaster.csv,0.02,0.15,0.26,0.21,0.0,0.56,0.18,0.0,0.1,0.34,0.28,0.43,0.1,0.97,0.1,0.42
pamguard.csv,0.55,0.51,0.62,0.39,0.35,0.53,0.49,0.2,0.46,0.61,0.98,0.39,0.52,0.6,0.46,0.15
prelude.csv,0.98,0.47,0.47,0.53,0.17,0.33,0.32,0.48,0.0,0.3,0.24,0.66,0.54,0.35,0.45,0.27
qdvdauthor.csv,0.23,0.31,0.34,0.21,0.13,0.51,0.51,0.5,0.65,0.38,0.41,0.41,1.0,0.22,0.16,0.13
qlc.csv,0.0,0.02,0.22,0.0,0.07,0.07,0.1,0.95,0.17,0.1,0.12,0.27,0.1,0.25,0.05,0.3
scite-ru.csv,0.28,0.63,0.94,0.28,0.62,0.6,0.45,0.59,0.47,0.05,0.5,0.65,0.43,0.58,0.61,0.49
tencompetence.csv,0.52,0.26,0.5,0.31,0.13,0.14,0.21,0.4,0.48,0.05,0.34,0.36,0.24,0.22,0.99,0.11
trackit.csv,0.75,0.99,0.45,0.54,0.61,0.52,0.61,0.61,0.54,0.77,0.35,0.68,0.58,0.51,0.44,0.64
yaprm.csv,0.23,0.35,0.44,0.4,0.2,0.34,0.36,0.54,0.98,0.45,0.43,0.26,0.42,0.38,0.52,0.11
