,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.79,0.57,0.91,0.49,0.72,0.42,0.61,0.49,0.37,0.84,0.55,0.42,0.44,0.56,0.68,0.71
aztec.csv,0.93,0.63,0.88,0.44,0.67,0.71,0.75,0.97,0.94,0.95,0.61,0.52,0.8,0.62,0.72,0.95
bl-toolkit.csv,0.47,0.67,0.62,0.44,0.6,0.46,0.79,0.65,0.64,0.98,0.39,0.33,0.62,0.52,0.88,0.68
co-ode-owl-plugins.csv,0.0,0.67,0.67,0.5,0.94,0.42,0.7,0.62,0.75,0.97,0.62,0.43,0.45,0.72,0.97,0.71
gbif-indexingtoolkit.csv,0.61,0.75,0.72,0.9,0.8,0.62,0.86,0.93,0.0,0.97,0.83,0.83,0.67,0.96,0.96,0.73
gnukeda.csv,0.48,0.67,0.4,0.41,0.7,0.66,0.58,0.45,0.51,0.55,0.39,0.41,0.43,0.46,0.62,0.43
motu.csv,0.62,0.67,0.67,0.86,0.78,0.75,0.67,0.97,0.86,0.97,0.37,0.75,0.75,0.81,0.96,0.58
oscarmcmaster.csv,0.0,0.86,0.41,0.76,0.88,0.65,0.86,0.94,0.92,0.48,0.89,0.77,0.8,0.96,0.94,0.89
pamguard.csv,0.55,0.52,0.42,0.54,0.51,0.53,0.75,0.84,0.63,0.78,0.45,0.53,0.62,0.42,0.48,0.63
prelude.csv,0.49,0.45,0.32,0.34,0.38,0.43,0.44,0.42,0.33,0.43,0.31,0.39,0.35,0.35,0.46,0.56
qdvdauthor.csv,0.96,0.71,0.86,0.69,0.78,0.6,0.57,0.51,0.48,0.94,0.58,0.62,0.45,0.98,0.93,0.98
qlc.csv,0.0,0.5,0.83,0.0,0.86,0.75,0.83,0.94,0.86,0.98,0.88,0.69,0.75,0.95,0.89,0.9
scite-ru.csv,0.92,0.6,0.6,0.39,0.66,0.46,0.81,0.55,0.56,0.98,0.39,0.53,0.54,0.48,0.63,0.52
tencompetence.csv,0.59,0.87,0.52,0.62,0.97,0.89,0.92,0.7,0.65,0.99,0.67,0.86,0.91,0.98,0.63,0.96
trackit.csv,0.52,0.52,0.59,0.42,0.72,0.67,0.71,0.48,0.46,0.87,0.79,0.44,0.58,0.54,0.63,0.76
yaprm.csv,0.88,0.83,0.54,0.8,0.64,0.85,0.63,0.55,0.53,0.77,0.7,0.84,0.65,0.74,0.74,0.8
