,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.63,0.7,0.45,0.17,0.39,0.69,0.71,0.17,0.43,0.19,0.62,0.22,0.69,0.27,0.43,1.0
aztec.csv,0.79,0.67,0.5,0.15,0.21,0.79,0.75,0.1,0.44,1.0,0.61,0.37,0.8,0.26,0.66,0.48
bl-toolkit.csv,0.8,0.71,0.25,0.26,0.12,1.0,0.53,0.18,0.41,0.07,0.67,0.36,0.62,0.29,0.67,0.32
co-ode-owl-plugins.csv,0.0,0.67,1.0,0.17,0.94,0.7,0.7,0.2,0.62,0.14,0.66,0.33,0.86,0.33,0.69,0.65
gbif-indexingtoolkit.csv,0.86,0.25,0.28,1.0,0.2,0.81,0.57,0.07,0.0,0.03,0.67,0.33,0.67,0.26,0.57,0.67
gnukeda.csv,0.85,0.75,0.36,0.18,0.3,0.72,0.97,0.16,0.41,0.05,0.67,0.33,0.83,0.22,0.66,0.42
motu.csv,0.92,0.67,0.28,0.43,0.13,0.75,0.67,0.1,0.29,0.16,0.67,1.0,0.75,0.3,0.38,0.13
oscarmcmaster.csv,1.0,0.71,0.21,0.12,0.0,0.84,0.86,0.0,0.25,0.05,0.74,0.38,0.6,1.0,0.72,0.68
pamguard.csv,0.95,0.69,0.39,0.15,0.11,0.71,0.64,0.06,0.53,0.16,1.0,0.17,0.79,0.23,0.61,0.15
prelude.csv,1.0,0.64,0.32,0.2,0.17,0.7,0.55,0.13,0.49,0.07,0.64,0.27,0.71,0.22,0.66,0.21
qdvdauthor.csv,0.62,0.79,0.86,0.15,0.09,0.71,0.52,0.12,0.6,0.44,0.67,0.21,1.0,0.22,0.52,0.08
qlc.csv,0.0,0.5,0.33,0.0,0.14,0.75,0.5,0.94,0.36,0.04,0.75,0.23,0.75,0.5,0.78,0.9
scite-ru.csv,0.83,0.7,0.8,0.15,0.2,0.72,0.62,0.15,0.44,0.02,0.62,0.3,0.67,0.22,0.67,0.25
tencompetence.csv,0.91,0.6,0.32,0.14,0.06,0.67,0.58,0.1,0.5,0.01,0.55,0.57,0.73,0.17,0.98,0.11
trackit.csv,0.86,0.98,0.28,0.18,0.24,0.76,0.63,0.16,0.48,0.18,0.62,0.28,0.73,0.2,0.57,0.57
yaprm.csv,1.0,0.57,0.24,0.2,0.07,0.59,0.48,0.24,1.0,0.1,0.77,0.16,0.75,0.23,0.77,0.6
