,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.39,0.5,0.31,0.26,0.52,0.79,0.6,0.27,0.54,0.29,0.51,0.33,0.66,0.38,0.27,1.0
aztec.csv,0.39,0.56,0.28,0.23,0.3,0.34,0.14,0.12,0.26,0.93,0.5,0.5,0.18,0.36,0.6,0.36
bl-toolkit.csv,0.83,0.48,0.27,0.37,0.17,0.98,0.34,0.24,0.31,0.1,0.7,0.52,0.48,0.39,0.28,0.4
co-ode-owl-plugins.csv,0.0,0.36,0.25,0.23,0.94,0.83,0.58,0.28,0.38,0.17,0.46,0.47,0.61,0.4,0.25,0.64
gbif-indexingtoolkit.csv,0.69,0.04,0.26,0.95,0.09,0.39,0.17,0.06,0.0,0.03,0.12,0.21,0.09,0.19,0.14,0.4
gnukeda.csv,0.67,0.55,0.48,0.28,0.43,0.53,0.96,0.28,0.44,0.08,0.66,0.5,0.6,0.32,0.51,0.5
motu.csv,0.44,0.3,0.26,0.33,0.15,0.29,0.1,0.12,0.09,0.18,0.62,0.96,0.14,0.29,0.1,0.14
oscarmcmaster.csv,0.05,0.21,0.32,0.14,0.0,0.64,0.26,0.0,0.12,0.09,0.36,0.38,0.13,0.98,0.14,0.48
pamguard.csv,0.66,0.57,0.48,0.22,0.16,0.61,0.54,0.09,0.48,0.25,0.99,0.23,0.59,0.34,0.53,0.23
prelude.csv,0.99,0.72,0.49,0.33,0.29,0.8,0.68,0.22,0.66,0.14,0.76,0.41,0.79,0.36,0.76,0.32
qdvdauthor.csv,0.47,0.4,0.43,0.17,0.1,0.59,0.54,0.19,0.63,0.38,0.48,0.27,1.0,0.2,0.21,0.09
qlc.csv,0.0,0.05,0.24,0.0,0.08,0.11,0.13,0.94,0.2,0.05,0.18,0.23,0.14,0.3,0.08,0.4
scite-ru.csv,0.37,0.69,0.87,0.25,0.31,0.72,0.49,0.24,0.46,0.03,0.66,0.42,0.5,0.34,0.72,0.33
tencompetence.csv,0.62,0.32,0.38,0.19,0.08,0.2,0.27,0.15,0.48,0.02,0.39,0.4,0.31,0.18,0.98,0.1
trackit.csv,0.88,0.99,0.34,0.29,0.34,0.6,0.62,0.26,0.56,0.3,0.41,0.43,0.66,0.29,0.55,0.58
yaprm.csv,0.32,0.41,0.31,0.26,0.1,0.42,0.39,0.32,0.99,0.16,0.52,0.19,0.5,0.27,0.59,0.15
