,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.83,0.95,0.18,0.0,0.24
google-gears.csv,0.7,0.36,0.92,0.85,0.3
httpcontentparser.csv,0.5,0.24,0.0,0.04,0.11
qse.csv,0.75,0.47,0.02,0.17,0.24
xmemcached.csv,0.17,0.3,0.29,0.98,0.89
