,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.47,0.21,0.8,0.24,0.5
google-gears.csv,0.59,0.69,0.3,0.46,0.7
httpcontentparser.csv,0.52,0.75,0.0,0.42,0.49
qse.csv,0.58,0.79,0.25,0.78,0.62
xmemcached.csv,0.72,0.44,0.36,0.09,0.37
