,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.4,0.2,0.7,0.33,0.6
google-gears.csv,0.42,0.29,0.46,0.61,0.78
httpcontentparser.csv,0.36,0.39,0.0,0.52,0.6
qse.csv,0.44,0.31,0.33,0.77,0.71
xmemcached.csv,0.64,0.21,0.31,0.58,0.84
