,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.46,0.44,0.46,0.86,0.44
google-gears.csv,0.43,0.51,0.42,0.4,0.49
httpcontentparser.csv,0.64,0.68,0.0,0.67,0.59
qse.csv,0.44,0.55,0.8,0.51,0.55
xmemcached.csv,0.56,0.84,0.85,0.44,0.49
