,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.83,0.52,0.8,0.6,0.9,0.28,0.54
clamav.csv,0.7,1.01,0.77,0.66,0.33,0.62,0.69
k3b.csv,0.77,1.04,0.82,0.48,0.55,0.44,1.0
kindb.csv,0.76,0.5,0.71,0.57,1.0,0.38,0.27
pclasses.csv,0.29,1.0,1.0,0.98,0.56,0.78,0.94
re2c.csv,0.83,0.02,0.94,0.81,0.76,0.92,0.97
thrust.csv,0.91,0.58,0.55,0.75,0.99,0.9,0.92
