,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.12,0.14,0.23,0.12,0.0,0.19,0.12
clamav.csv,0.64,0.76,0.55,0.54,0.22,0.62,0.69
k3b.csv,0.68,0.98,0.74,0.29,0.22,0.42,1.0
kindb.csv,0.21,0.47,0.11,0.25,0.0,0.29,0.12
pclasses.csv,0.23,0.04,0.04,0.04,0.25,0.34,0.06
re2c.csv,0.16,0.02,0.04,0.5,0.14,0.47,0.0
thrust.csv,0.07,0.29,0.28,0.25,0.42,0.48,0.12
