,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.89,0.9,0.73,0.48,0.5,0.43,0.61
clamav.csv,0.43,0.44,0.44,0.43,0.43,0.41,0.38
k3b.csv,0.53,0.43,0.39,0.47,0.5,0.39,0.44
kindb.csv,0.6,0.45,0.8,0.38,0.0,0.43,0.36
pclasses.csv,0.68,0.5,0.5,0.5,0.63,0.81,0.67
re2c.csv,0.91,0.86,0.67,0.64,0.9,0.85,0.0
thrust.csv,0.8,0.94,0.95,0.91,0.88,0.88,0.8
