,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.21,0.55,0.28,0.46,0.12,0.79,0.52
clamav.csv,0.61,0.31,0.47,0.58,0.76,0.73,0.66
k3b.csv,0.53,0.09,0.5,0.64,0.54,0.79,0.0
kindb.csv,0.31,0.75,0.34,0.52,0.0,0.74,0.78
pclasses.csv,0.81,0.0,0.0,0.02,0.54,0.33,0.07
re2c.csv,0.21,1.0,0.07,0.38,0.29,0.24,0.04
thrust.csv,0.11,0.53,0.56,0.33,0.12,0.27,0.11
