,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.5,0.24,0.41,0.1,0.79,0.47
clamav.csv,0.73,0.33,0.47,0.62,0.75,0.95,0.91
k3b.csv,0.64,0.67,0.65,0.62,0.5,0.87,1.0
kindb.csv,0.27,0.83,0.29,0.48,0.0,0.75,0.76
pclasses.csv,0.82,0.0,0.0,0.02,0.5,0.29,0.06
re2c.csv,0.18,1.0,0.06,0.36,0.25,0.21,0.03
thrust.csv,0.09,0.5,0.53,0.29,0.1,0.24,0.09
