,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.22,0.3,0.27,0.89,1.0,0.62,0.89
clamav.csv,0.18,0.05,0.24,0.73,0.65,0.38,0.74
k3b.csv,0.16,0.07,0.24,0.84,0.56,0.46,0.68
kindb.csv,0.2,0.17,0.5,0.82,0.0,0.52,0.93
pclasses.csv,0.41,0.0,0.0,0.5,0.53,0.26,0.67
re2c.csv,0.18,0.86,0.33,0.64,0.5,0.15,1.0
thrust.csv,0.2,0.17,0.41,0.74,0.12,0.16,0.6
