,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.41,0.17,0.24,0.6,0.48,0.0,0.28,0.52,0.44,0.31,0.36,0.6
codepurge.csv,0.0,0.66,0.32,0.36,0.09,0.48,0.43,0.43,0.77,0.33,0.65,0.57,0.6
crisscross.csv,0.0,0.72,0.38,0.0,0.32,0.53,0.0,0.32,0.6,0.42,0.46,0.17,0.0
elvishrayrenderer.csv,0.0,0.41,0.38,0.23,0.05,0.48,0.0,0.24,0.74,0.21,0.29,0.37,0.76
gwanted.csv,0.1,0.6,0.52,0.26,0.09,0.38,0.7,0.6,0.54,0.72,0.47,0.58,0.49
jitterbit.csv,0.1,0.52,0.6,0.52,0.21,0.43,0.58,0.7,0.59,0.63,0.37,0.69,0.63
ldview.csv,0.75,0.5,0.6,0.6,0.51,0.58,0.09,0.71,0.68,0.61,0.48,0.64,0.56
libopenmetaverse.csv,0.0,0.0,0.09,0.63,0.0,0.5,0.7,0.27,0.24,0.0,0.45,0.17,0.48
mb-unit.csv,0.18,0.52,0.66,0.55,0.34,0.43,0.0,0.46,0.56,0.52,0.29,0.68,0.24
mvdsv.csv,0.27,0.0,0.07,0.2,0.19,0.28,0.99,0.18,0.04,0.09,0.0,0.1,0.11
nova.csv,0.95,0.6,0.54,0.55,0.58,0.51,0.52,0.42,0.61,0.49,0.42,0.53,0.51
olex2.csv,0.54,0.58,0.58,0.33,0.21,0.0,0.68,0.36,0.61,0.59,0.29,0.7,0.37
tolven.csv,0.63,0.52,0.47,0.56,0.09,0.28,0.7,0.26,0.8,0.33,0.41,0.59,0.49
