,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.45,0.95,0.08,0.07,0.39,0.36,0.42,0.22,0.12,0.44,0.51
libtorrent.csv,0.78,0.62,0.1,0.45,0.81,0.99,0.69,0.33,0.29,0.91,0.61
mcmc-jags.csv,0.79,0.56,0.11,0.9,0.66,0.69,0.68,0.41,0.26,0.9,0.59
natpad.csv,0.69,0.43,0.11,0.5,0.61,0.59,0.64,0.27,0.32,0.87,1.0
nebuladevice.csv,0.46,0.4,0.14,0.21,0.43,0.35,0.34,0.36,0.93,0.19,0.45
olap-navigator.csv,1.0,0.58,0.11,0.57,0.57,0.48,0.67,0.34,0.23,0.89,0.47
pidgin.csv,0.55,0.53,0.12,0.43,0.99,0.72,0.66,0.26,0.33,0.88,0.63
salasaga.csv,0.68,0.62,0.07,0.33,0.69,0.81,0.57,0.98,0.26,0.85,0.49
sepgsql.csv,0.15,0.2,0.94,0.22,0.2,0.27,0.0,0.0,0.0,0.11,0.09
xstore.csv,0.64,0.53,0.13,0.58,0.79,0.71,1.0,0.36,0.38,0.76,0.62
xtreemfs.csv,0.68,0.55,0.11,0.58,0.67,0.72,0.67,0.35,0.31,1.0,0.59
