,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.61,0.36,0.38,0.22,0.02,0.27,0.36
encog-java.csv,0.0,0.06,0.54,0.01,0.01,0.52,0.01
galaxium.csv,0.32,0.42,0.75,0.19,0.07,0.69,0.0
h2database.csv,0.17,0.0,0.21,0.11,0.02,0.17,0.08
haphazard.csv,0.08,0.05,0.1,0.14,0.28,0.0,0.25
jaql.csv,0.26,0.37,0.17,0.0,0.23,0.38,0.25
raven-monitoring.csv,0.63,0.39,0.0,0.31,0.67,0.58,0.59
