,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.23,0.25,0.51,0.53,0.92,0.36,0.47
encog-java.csv,0.97,0.33,0.52,0.08,0.04,0.33,0.05
galaxium.csv,0.24,0.24,0.47,0.44,0.3,0.31,1.0
h2database.csv,0.15,0.95,0.12,0.36,0.16,0.17,0.25
haphazard.csv,0.06,0.08,0.33,0.15,0.28,0.87,0.1
jaql.csv,0.29,0.26,0.48,1.0,0.44,0.26,0.5
raven-monitoring.csv,0.21,0.18,0.96,0.3,0.51,0.41,0.36
