,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.66,0.61,0.6,0.56,0.12,0.6,0.56
encog-java.csv,0.05,0.72,0.65,0.96,0.98,0.65,0.97
galaxium.csv,0.63,0.63,0.82,0.67,0.81,0.76,0.0
h2database.csv,0.84,0.09,0.94,0.75,0.91,0.86,0.83
haphazard.csv,0.96,0.94,0.78,0.92,0.82,0.23,0.95
jaql.csv,0.56,0.6,0.62,0.0,0.67,0.73,0.52
raven-monitoring.csv,0.7,0.75,0.09,0.8,0.75,0.6,0.74
