,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.73,0.51,0.54,0.49,0.89,0.46,0.57
encog-java.csv,0.95,0.28,0.63,0.04,0.02,0.62,0.03
galaxium.csv,0.45,0.53,0.66,0.36,0.19,0.69,1.0
h2database.csv,0.18,0.91,0.09,0.26,0.09,0.15,0.17
haphazard.csv,0.05,0.06,0.23,0.1,0.23,0.77,0.09
jaql.csv,0.5,0.53,0.4,1.0,0.38,0.38,0.54
raven-monitoring.csv,0.68,0.36,0.91,0.27,0.66,0.85,0.54
