,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.41,1.0,0.98,1.0,0.55,1.0,0.31
amateur-scrolls.csv,0.33,0.27,0.2,0.13,0.95,0.25,0.12
arcallians.csv,0.83,0.98,0.72,0.54,0.5,0.36,0.52
gebr.csv,0.97,0.84,0.85,0.9,0.9,0.89,0.86
jfreereport.csv,0.88,0.43,0.4,0.61,0.4,0.39,0.48
kml.csv,0.65,0.45,0.6,0.47,0.65,1.0,0.52
multitude.csv,0.65,0.52,0.65,0.51,0.65,0.69,0.97
