,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.59,0.48,0.74,0.46,0.54,0.36,0.84
amateur-scrolls.csv,0.89,0.8,0.95,0.92,0.63,0.89,0.88
arcallians.csv,0.52,0.58,0.45,0.69,0.6,0.79,0.57
gebr.csv,0.42,0.46,0.35,0.44,0.4,0.36,0.45
jfreereport.csv,0.99,0.9,0.56,0.63,0.64,0.54,0.7
kml.csv,0.51,0.55,0.52,0.55,0.47,0.44,0.49
multitude.csv,0.49,0.43,0.48,0.43,0.32,0.35,0.5
