,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.34,1.0,0.0,1.0,0.28,1.0,0.2
amateur-scrolls.csv,0.19,0.08,0.13,0.0,0.0,0.0,0.0
arcallians.csv,0.49,0.05,0.38,0.5,0.43,0.28,0.32
gebr.csv,0.91,0.8,0.76,0.03,0.76,0.69,0.68
jfreereport.csv,0.0,0.57,0.65,1.0,0.67,0.92,0.73
kml.csv,0.45,0.22,0.37,0.08,0.46,0.0,0.36
multitude.csv,0.45,0.18,0.39,0.16,0.54,0.38,0.02
