,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.68,1.0,0.03,1.0,0.53,1.0,0.72
amateur-scrolls.csv,0.69,0.73,0.81,0.87,0.05,0.75,0.88
arcallians.csv,0.52,0.05,0.47,0.68,0.66,0.7,0.58
gebr.csv,0.91,0.82,0.77,0.11,0.77,0.7,0.69
jfreereport.csv,0.12,0.81,0.89,1.07,0.9,1.11,0.9
kml.csv,0.57,0.59,0.54,0.54,0.58,0.0,0.6
multitude.csv,0.57,0.51,0.53,0.51,0.65,0.49,0.04
