,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.55,0.7,0.0,0.69
hibernate.csv,0.67,0.76,0.87,0.03
lamp.csv,0.14,0.86,0.89,0.9
thout.csv,0.75,0.11,0.8,0.69
