,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.28,0.29,1.0,0.0,0.28
dynalloy.csv,0.99,0.5,0.26,0.15,0.44
findbugs.csv,0.43,0.38,0.37,0.3,0.96
runuomondains.csv,0.11,0.33,0.09,1.0,0.23
xbplayer.csv,0.24,0.98,0.15,0.29,0.37
