,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.26,0.32,1.0,0.0,0.62
dynalloy.csv,1.0,0.39,0.43,0.09,0.38
findbugs.csv,0.38,0.5,0.26,0.2,0.96
runuomondains.csv,0.22,0.33,0.17,1.0,0.57
xbplayer.csv,0.38,0.98,0.2,0.23,0.53
