,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.29,0.26,1.0,0.0,0.18
dynalloy.csv,0.98,0.69,0.19,0.5,0.54
findbugs.csv,0.48,0.31,0.69,0.62,0.96
runuomondains.csv,0.08,0.33,0.06,1.0,0.14
xbplayer.csv,0.17,0.98,0.12,0.38,0.29
