,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.67,0.97,0.88,0.0,0.88
dynalloy.csv,0.73,0.5,0.86,0.53,0.47
findbugs.csv,0.78,0.85,0.56,0.64,0.68
runuomondains.csv,0.94,0.74,0.83,0.88,0.86
xbplayer.csv,0.75,0.62,0.9,0.62,0.73
