,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.85,0.78,0.0,1.0,0.82
dynalloy.csv,0.02,0.58,0.81,0.86,0.72
findbugs.csv,0.68,0.71,0.56,0.51,0.04
runuomondains.csv,0.94,0.73,0.94,0.0,0.86
xbplayer.csv,0.84,0.03,0.88,0.65,0.73
