,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.32,0.3,1.0,0.0,0.21
dynalloy.csv,0.98,0.64,0.23,0.45,0.52
findbugs.csv,0.49,0.36,0.65,0.63,0.96
runuomondains.csv,0.1,0.37,0.07,1.0,0.17
xbplayer.csv,0.2,0.98,0.15,0.43,0.33
