,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.46,0.25,0.0,0.02,0.07
dynalloy.csv,0.0,0.49,0.06,0.69,0.56
findbugs.csv,0.44,0.14,0.47,0.34,0.02
runuomondains.csv,0.15,0.31,0.07,0.0,0.07
xbplayer.csv,0.16,0.01,0.12,0.17,0.16
