,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.69,0.71,0.45,0.62,0.67,0.38,0.66,0.39,0.81,0.0,0.59,0.5,0.64,0.59,0.43,0.52
bullet.csv,0.63,0.48,0.4,0.63,0.28,0.69,0.61,0.21,0.82,0.0,0.38,0.4,0.46,0.3,0.42,0.51
customwars.csv,0.63,0.48,0.22,0.55,0.36,0.52,0.52,0.31,0.81,0.0,0.5,0.45,0.58,0.5,0.29,0.59
dvd-create.csv,0.52,0.66,0.46,0.19,0.82,0.63,0.53,0.65,0.5,0.0,0.4,0.54,0.54,0.55,0.29,0.61
gbif-indexingtoolkit.csv,0.65,0.43,0.38,0.29,0.55,0.32,0.54,0.71,0.34,0.0,0.56,0.58,0.48,0.58,0.46,0.39
go.csv,0.61,0.76,0.58,0.36,0.47,0.51,0.79,0.46,0.65,0.0,0.5,0.52,0.65,0.55,0.78,0.66
growl-for-windows.csv,0.68,0.0,0.29,0.13,0.05,0.25,0.69,0.52,0.0,0.0,0.27,0.55,0.42,0.39,0.7,0.28
gss.csv,0.66,0.5,0.66,0.76,0.78,0.6,0.71,0.54,0.84,0.0,0.37,0.17,0.73,0.52,0.41,0.65
kwave.csv,0.63,0.0,0.54,0.0,0.0,0.45,0.64,0.71,0.49,0.1,0.64,0.56,0.41,0.53,0.33,0.0
libarchive.csv,0.66,0.74,0.45,0.26,0.67,0.65,0.67,0.29,0.75,0.71,0.24,0.3,0.59,0.47,0.5,0.64
linux-ntfs.csv,0.55,0.51,0.51,0.72,0.69,0.69,0.39,0.54,0.0,0.53,0.62,0.46,0.7,0.67,0.31,0.66
lsb.csv,0.64,0.48,0.44,0.78,0.48,0.55,0.39,0.4,0.2,0.0,0.4,0.42,0.34,0.66,0.62,0.55
mpgravity.csv,0.52,0.67,0.47,0.38,0.65,0.63,0.33,0.39,0.0,0.76,0.0,0.5,0.21,0.35,0.66,0.53
qcad2.csv,0.52,0.47,0.29,0.21,0.38,0.46,0.7,0.47,0.79,0.54,0.54,0.56,0.57,0.56,0.55,0.71
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.36,0.2,0.39,0.07,0.0
xinity.csv,0.37,0.0,0.58,0.0,0.0,0.46,0.47,0.31,0.18,0.0,0.33,0.72,0.48,0.43,0.61,0.05
