,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.73,0.71,0.44,0.58,0.69,0.33,0.67,0.36,0.83,0.0,0.82,0.56,0.63,0.62,0.39,0.47
bullet.csv,0.73,0.46,0.5,0.58,0.24,0.69,0.6,0.18,0.83,0.0,0.35,0.37,0.93,0.27,0.42,0.47
customwars.csv,0.6,0.44,0.19,0.49,0.32,0.51,0.48,0.27,0.83,0.0,0.47,0.68,0.57,0.46,0.25,0.57
dvd-create.csv,0.51,0.81,0.44,0.58,0.81,0.6,0.94,0.82,0.5,0.0,0.82,0.61,0.77,0.81,0.5,0.63
gbif-indexingtoolkit.csv,0.85,0.39,0.5,0.89,0.57,0.46,0.77,0.73,0.83,0.0,0.71,0.56,0.63,0.65,0.81,0.78
go.csv,0.78,0.76,0.56,0.38,0.45,0.48,0.9,0.64,0.67,0.0,0.88,0.63,0.73,0.81,0.78,0.71
growl-for-windows.csv,0.67,0.0,0.25,0.11,0.04,0.21,0.71,0.55,0.0,0.0,1.0,0.56,0.77,0.35,0.67,0.24
gss.csv,0.82,0.8,0.81,0.73,0.81,0.82,0.75,0.73,1.0,0.0,0.88,0.98,0.7,0.58,0.64,0.69
kwave.csv,0.65,1.0,0.5,1.0,1.0,0.42,0.79,0.91,0.5,0.08,0.88,0.76,0.37,0.54,0.67,1.0
libarchive.csv,0.74,0.85,0.44,0.22,0.77,0.79,0.94,0.82,0.83,0.83,0.94,1.0,0.6,0.85,0.97,0.61
linux-ntfs.csv,0.56,0.65,0.62,0.71,0.77,0.82,0.35,0.55,0.0,0.75,0.76,0.71,0.87,0.69,0.58,0.67
lsb.csv,0.65,0.51,0.5,0.76,0.88,0.54,0.35,0.36,0.17,0.0,0.82,0.44,0.87,0.73,0.69,0.53
mpgravity.csv,0.88,0.68,0.5,0.71,0.78,0.76,0.96,0.91,0.0,0.75,1.0,0.85,1.0,0.92,0.89,0.94
qcad2.csv,0.49,0.42,0.25,0.18,0.34,0.43,0.71,0.45,0.83,0.5,0.53,0.71,0.67,0.62,0.53,0.76
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.32,0.17,0.35,0.06,0.0
xinity.csv,0.38,0.89,0.56,0.47,0.77,0.49,0.52,0.27,0.17,1.0,0.29,0.78,0.57,0.5,0.67,0.82
