,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,2.0,0.0,4.0,9.0,0.0,0.0,1.0,9.0,186.0,52.0,7.0,0.0,0.0,0.0,0.0,1.0
bullet.csv,2.0,1.0,3.0,0.0,0.0,0.0,2.0,16.0,154.0,52.0,1.0,1.0,0.0,1.0,2.0,2.0
customwars.csv,0.0,0.0,9.0,2.0,1.0,0.0,0.0,5.0,204.0,52.0,0.0,0.0,4.0,0.0,2.0,0.0
dvd-create.csv,2.0,2.0,6.0,1.0,0.0,0.0,4.0,3.0,803.0,52.0,19.0,1.0,0.0,0.0,1.0,5.0
gbif-indexingtoolkit.csv,1.0,2.0,7.0,1.0,0.0,2.0,33.0,1.0,1831.0,52.0,18.0,0.0,0.0,0.0,0.0,5.0
go.csv,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,590.0,52.0,14.0,1.0,0.0,0.0,0.0,3.0
growl-for-windows.csv,0.0,123.0,8.0,1.0,1.0,1.0,2.0,2.0,2488.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0
gss.csv,0.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,691.0,52.0,18.0,1.0,1.0,11.0,0.0,1.0
kwave.csv,2.0,4.0,0.0,1.0,0.0,2.0,23.0,1.0,979.0,0.0,11.0,0.0,2.0,1.0,0.0,6.0
libarchive.csv,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,640.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0
linux-ntfs.csv,2.0,2.0,1.0,2.0,1.0,0.0,11.0,2.0,2488.0,3.0,12.0,0.0,0.0,0.0,1.0,2.0
lsb.csv,1.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,498.0,52.0,1.0,0.0,0.0,0.0,0.0,5.0
mpgravity.csv,2.0,0.0,3.0,1.0,0.0,0.0,9.0,2.0,2488.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
qcad2.csv,3.0,1.0,0.0,9.0,2.0,0.0,3.0,0.0,480.0,1.0,9.0,1.0,0.0,0.0,0.0,5.0
qtwin.csv,2.0,123.0,71.0,181.0,91.0,2.0,0.0,5.0,29.0,5.0,1.0,0.0,1.0,3.0,1.0,116.0
xinity.csv,2.0,4.0,0.0,1.0,0.0,2.0,12.0,3.0,1756.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0
