,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.51,0.43,0.75,0.44,0.5,0.67,0.5,0.76,0.29,1.0,0.74,0.79,0.47,0.64,0.7,0.55
bullet.csv,0.66,0.7,0.92,0.42,0.81,0.46,0.53,0.89,0.28,1.0,0.79,0.76,0.85,0.84,0.81,0.57
customwars.csv,0.46,0.6,0.89,0.51,0.71,0.65,0.56,0.81,0.32,1.0,0.62,0.87,0.56,0.61,0.8,0.53
dvd-create.csv,0.65,0.65,0.71,1.04,0.22,0.47,0.82,0.67,0.69,1.0,0.89,0.73,0.79,0.78,1.02,0.6
gbif-indexingtoolkit.csv,0.68,0.69,0.95,0.93,0.66,1.01,0.79,0.44,0.92,1.0,0.75,0.54,0.83,0.68,0.86,0.9
go.csv,0.7,0.33,0.54,0.94,0.68,0.6,0.5,0.86,0.52,1.0,0.83,0.78,0.61,0.78,0.31,0.55
growl-for-windows.csv,0.45,1.0,0.81,0.89,0.97,0.8,0.48,0.72,1.0,1.0,0.93,0.67,0.88,0.69,0.35,0.76
gss.csv,0.66,0.83,0.65,0.28,0.38,0.74,0.5,0.79,0.49,1.0,0.9,0.96,0.34,0.75,0.91,0.55
kwave.csv,0.55,1.0,0.53,1.0,1.0,0.67,0.67,0.63,0.73,0.92,0.7,0.77,0.66,0.69,0.95,1.0
libarchive.csv,0.59,0.53,0.74,0.78,0.6,0.65,0.69,0.94,0.49,0.59,0.94,0.92,0.6,0.84,0.83,0.44
linux-ntfs.csv,0.64,0.81,0.81,0.39,0.55,0.6,0.71,0.68,1.0,0.8,0.69,0.86,0.61,0.52,0.98,0.5
lsb.csv,0.53,0.79,0.87,0.28,0.84,0.63,0.7,0.68,0.88,1.0,0.89,0.86,0.91,0.58,0.63,0.61
mpgravity.csv,0.81,0.49,0.79,0.92,0.65,0.66,0.91,0.88,1.0,0.32,1.0,0.82,0.95,0.9,0.68,0.81
qcad2.csv,0.61,0.59,0.76,0.83,0.72,0.68,0.43,0.7,0.39,0.52,0.63,0.75,0.73,0.7,0.58,0.49
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.69,0.09,0.84,0.78,0.73,0.83,0.69,0.95,1.0
xinity.csv,0.91,1.01,0.55,1.13,1.03,0.8,0.82,0.81,1.1,1.0,0.74,0.51,0.82,0.88,0.65,1.0
