,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.33,0.37,0.37,0.57,0.33,0.52,0.41,0.4,0.55,0.0,0.33,0.33,0.4,0.32,0.45,0.5
bullet.csv,0.37,0.48,0.43,0.57,0.7,0.38,0.54,0.74,0.57,0.0,0.61,0.54,0.33,0.53,0.36,0.58
customwars.csv,0.35,0.42,0.43,0.58,0.54,0.37,0.48,0.43,0.48,0.0,0.49,0.31,0.38,0.4,0.5,0.41
dvd-create.csv,0.47,0.42,0.48,0.65,0.4,0.47,0.44,0.37,0.56,0.0,0.34,0.34,0.39,0.37,0.38,0.56
gbif-indexingtoolkit.csv,0.45,0.7,0.51,0.58,0.49,0.61,0.53,0.6,0.52,0.0,0.42,0.48,0.44,0.5,0.5,0.51
go.csv,0.44,0.44,0.52,0.72,0.53,0.45,0.43,0.37,0.54,0.0,0.33,0.34,0.39,0.37,0.59,0.55
growl-for-windows.csv,0.34,0.0,0.43,0.83,0.8,0.75,0.42,0.41,0.0,0.0,0.33,0.39,0.38,0.53,0.69,0.92
gss.csv,0.34,0.37,0.4,0.5,0.33,0.33,0.4,0.33,0.44,0.0,0.33,0.29,0.42,0.33,0.32,0.42
kwave.csv,0.48,0.4,0.83,0.55,0.39,0.54,0.5,0.39,0.62,0.75,0.36,0.34,0.67,0.48,0.33,0.44
libarchive.csv,0.35,0.38,0.41,0.94,0.37,0.32,0.44,0.35,0.45,0.3,0.32,0.29,0.44,0.35,0.44,0.45
linux-ntfs.csv,0.43,0.44,0.42,0.54,0.38,0.34,0.6,0.39,0.99,0.38,0.39,0.3,0.34,0.43,0.35,0.46
lsb.csv,0.35,0.54,0.46,0.56,0.4,0.56,0.6,0.62,0.84,0.0,0.36,0.4,0.36,0.41,0.57,0.63
mpgravity.csv,0.41,0.42,0.4,0.62,0.39,0.36,0.46,0.39,0.0,0.53,0.33,0.3,0.33,0.36,0.48,0.45
qcad2.csv,0.5,0.53,0.82,0.96,0.6,0.43,0.51,0.48,0.59,0.58,0.55,0.36,0.39,0.42,0.8,0.47
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.58,1.0,0.86,0.68,0.7,0.83,0.53,0.67,0.0
xinity.csv,0.88,0.43,0.96,0.64,0.48,0.72,0.75,0.62,0.65,0.38,0.8,0.39,0.48,0.65,0.62,0.49
